"","FIPS","Geography.x","TotalPop","PovertyRate","BlackPop","BlackPovertyRate","AsianPop","AsianPoverty","HispanicPop","HispanicPoverty","WhitePop","WhitePovertyRate","PercentBachelor.s","State..FIPS.","Place..FIPS.","Area.Name","SqMiles","tot.protests","tot.attend","deaths","deaths_unarmed","deaths_unarmed_black","deaths_armed_black","deaths_black","deaths_protestyear","deaths_protestyear_unarmed","X.x","NAACPyears","MayorPartisanship","blackmayor","FIPS_PLACE","dem","rep","dem_share","FIPS_ST","X.y","pop","hbcu","hbcu2","crime","deathduring","per_ba","Per_Black","pop.density","collegeenrollpc","mayorrep","unarmed_deaths_pc","deaths_pc","unarmed_deaths_black_pc","deaths_black_pc","anyprotests"
"27897","639892","Lakewood city, California",80717,8.3,5619,6.5,13306,"6.3",26810,"12.6",30804,"6.5","27.30455724",6,39892,"Lakewood",9.429,0,0,0,0,0,0,0,1,0,NA,0,"R",0,39892,19197,14717,56.60494,6,159,30000,0,0,0,0,27.30455724,6.96135882156175,8560.50482553823,37.1668917328444,1,0,0,0,0,0
"27898","640004","La Mesa city, California",57559,12,4141,23.4,2957,"15.8",14887,"14.6",32019,"8.7","35.02668412",6,40004,"La Mesa",9.157,1,200,0,0,0,0,0,0,0,NA,0,"R",0,40004,14779,11267,56.74192,6,160,30000,0,0,0,0,35.02668412,7.1943570944596,6285.79229005133,52.120432947063,1,0,0,0,0,1
"27899","640032","La Mirada city, California",46260,7,994,4.8,9111,"7.1",19196,"7.9",15841,"6","29.56104036",6,40032,"La Mirada",7.825,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,40032,9791,10073,49.29017,6,161,7500,0,0,0,0,29.56104036,2.14872460008647,5911.82108626198,16.2127107652399,0,0,0,0,0,0
"27902","640130","Lancaster city, California",151659,22.7,31663,33.8,6293,"11.8",56965,"22.6",52785,"18.2","16.10111717",6,40130,"Lancaster",94.156,0,0,1,1,0,0,0,1,0,89,2,"R",0,40130,22396,20499,52.21121,6,162,15000,0,0,0,0,16.10111717,20.8777586559321,1610.72050639364,9.89060985500366,1,0.0659373990333577,0.0659373990333577,0,0,0
"27905","640326","La Presa CDP, California",34541,13.3,3976,22.7,3225,"10.9",16929,"13",9702,"9.7","16.76136364",6,40326,"La Presa",5.508,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,40326,6468,4372,59.6679,6,NA,0,0,0,0,0,16.76136364,11.5109579919516,6271.06027596224,0,0,0,0,0,0,0
"27906","640340","La Puente city, California",40133,14.9,687,42.5,3743,"13",34307,"14.5",1461,"14.3","8.993602362",6,40340,"La Puente",3.486,0,0,1,0,0,0,0,0,0,NA,0,"D ",0,40340,7295,2269,76.27562,6,NA,0,0,0,0,0,8.993602362,1.71180823760995,11512.6219162364,0,0,0,0.249171504746717,0,0,0
"27907","640354","La Quinta city, California",38698,9.6,875,12.2,1125,"1.9",12766,"17.1",23401,"5.7","34.88287634",6,40354,"La Quinta",35.756,0,0,0,0,0,0,0,0,0,NA,0,"R",0,40354,6366,7937,44.50815,6,NA,0,0,0,0,0,34.88287634,2.26109876479405,1082.27989708021,0,1,0,0,0,0,0
"27917","640830","La Verne city, California",30865,8.8,1290,10.9,2738,"9.6",10047,"12.1",15898,"6.6","36.38651937",6,40830,"La Verne",8.22,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,40830,7474,8070,48.08286,6,163,7500,0,0,0,0,36.38651937,4.17949133322534,3754.86618004866,24.2993682164264,0,0,0,0,0,0
"27919","640886","Lawndale city, California",33079,17.8,2541,17.6,3325,"12.2",21688,"19.3",4631,"12.8","15.84831322",6,40886,"Lawndale",1.974,0,0,0,0,0,0,0,0,0,NA,0,"D ",1,40886,5842,2250,72.19476,6,NA,0,0,0,0,0,15.84831322,7.68161068956135,16757.345491388,0,0,0,0,0,0,0
"27936","641474","Lincoln city, California",44217,9,529,14.6,2603,"2.7",8271,"17",31282,"7.5","32.67489193",6,41474,"Lincoln",19.418,0,0,0,0,0,0,0,0,0,NA,0,"R",0,41474,8799,11252,43.8831,6,NA,0,0,0,0,0,32.67489193,1.19637243594093,2277.11401792152,0,1,0,0,0,0,0
"27949","641992","Livermore city, California",83565,5.5,1412,27.5,8427,"6",16714,"8.2",54452,"3.9","39.54700165",6,41992,"Livermore",25.182,0,0,0,0,0,0,0,0,0,90,3,"D ",0,41992,21319,15207,58.36664,6,166,7500,0,0,0,0,39.54700165,1.68970262669778,3318.44174410293,8.97504936277149,0,0,0,0,0,0
"27953","642202","Lodi city, California",62555,19.3,804,35.2,4983,"17.5",22806,"31.9",32408,"10.7","18.58852855",6,42202,"Lodi",13.604,0,0,1,0,0,0,0,0,0,NA,0,"R",0,42202,9114,12704,41.77285,6,NA,0,0,0,0,0,18.58852855,1.28526896331229,4598.27991767127,0,1,0,0.15985932379506,0,0,0
"27961","642524","Lompoc city, California",39666,22.1,1686,23.1,1242,"15.6",21379,"28.5",14108,"14.3","15.11548038",6,42524,"Lompoc",11.573,0,0,0,0,0,0,0,0,0,NA,0,"R",0,42524,6261,5714,52.28392,6,NA,0,0,0,0,0,15.11548038,4.25049160490092,3427.46046833146,0,1,0,0,0,0,0
"27965","643000","Long Beach city, California",462140,20.7,59955,27.7,60351,"17.1",193556,"26.3",128860,"11.3","29.1369343",6,43000,"Long Beach",50.431,0,0,8,0,0,3,3,5,2,NA,0,"D ",0,43000,105954,44693,70.33263,6,NA,0,0,0,0,1,29.1369343,12.9733414116934,9163.80797525332,0,0,0,0.173107716276453,0,0.0649153936036699,0
"27972","644000","Los Angeles city, California",3793097,22.4,345066,29.1,432032,"15.9",1856112,"29",1076520,"12","31.64798055",6,44000,"Los Angeles",468.642,22,10452,37,4,0,11,11,23,5,NA,0,"D",0,44000,861950,253916,77.24494,6,NA,0,0,0,0,1,31.64798055,9.09721001071156,8093.80507935695,0,0,0.0105454724727577,0.0975456203730092,0,0.0290000493000838,1
"27973","644028","Los Banos city, California",36314,24.5,945,49.5,1063,"17.1",25310,"29.4",8487,"9.7","10.07362784",6,44028,"Los Banos",9.635,0,0,1,0,0,0,0,0,0,NA,0,"R",0,44028,4520,2662,62.93512,6,NA,0,0,0,0,0,10.07362784,2.60230214242441,3768.96730669434,0,1,0,0.275375888087239,0,0,0
"27987","644574","Lynwood city, California",67901,26,5164,27.1,433,"19.4",61587,"25.8",809,"35.4","5.564753004",6,44574,"Lynwood",4.817,0,0,1,0,0,0,0,1,0,NA,0,"D ",0,44574,11816,1440,89.13699,6,NA,0,0,0,0,0,5.564753004,7.60518990883787,14096.1179157152,0,0,0,0.147273236034815,0,0,0
"28000","645022","Madera city, California",62025,26.9,2043,46.3,1951,"16.6",48313,"29.3",9289,"15.7","9.339975093",6,45022,"Madera",14.211,0,0,0,0,0,0,0,0,0,91,3,"R",0,45022,6184,4775,56.42851,6,NA,0,0,0,0,0,9.339975093,3.29383313180169,4364.57673633101,0,1,0,0,0,0,0
"28009","645400","Manhattan Beach city, California",35463,3.4,224,8.5,3193,"1.5",2914,"2.8",27537,"3.2","74.20121155",6,45400,"Manhattan Beach",3.938,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,45400,11659,8567,57.64363,6,NA,0,0,0,0,0,74.20121155,0.63164424893551,9005.33265617065,0,0,0,0,0,0,0
"28011","645484","Manteca city, California",69984,11.6,2594,16.7,5320,"11.1",27836,"15.6",31531,"7.3","15.1789833",6,45484,"Manteca",17.043,0,0,0,0,0,0,0,0,0,NA,0,"R",0,45484,10861,9506,53.32646,6,NA,0,0,0,0,0,15.1789833,3.70656149977138,4106.31930998064,0,1,0,0,0,0,0
"28021","646114","Martinez city, California",36004,6,890,12.7,2632,"5.7",5868,"3.4",24789,"6.1","37.92772748",6,46114,"Martinez",12.125,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,46114,12780,5564,69.66856,6,NA,0,0,0,0,0,37.92772748,2.47194756138207,2969.40206185567,0,0,0,0,0,0,0
"28037","646842","Menifee city, California",80890,11.3,4682,8.5,4005,"9.2",27120,"15.4",42782,"8.7","17.28944356",6,46842,"Menifee",46.449,0,0,1,0,0,0,0,0,0,NA,0,"R",0,46842,11423,14904,43.38892,6,NA,0,0,0,0,0,17.28944356,5.78810730621832,1741.47990268897,0,1,0,0.123624675485227,0,0,0
"28038","646870","Menlo Park city, California",32306,6.4,1624,14.3,3536,"3.8",5124,"12.2",20321,"4.2","71.59457429",6,46870,"Menlo Park",9.79,0,0,0,0,0,0,0,1,0,NA,0,"R",0,46870,10818,3435,75.89981,6,NA,0,0,0,0,0,71.59457429,5.02692998204668,3299.89785495404,0,1,0,0,0,0,0
"28040","646898","Merced city, California",79510,30.8,4205,41.6,10093,"33.4",38868,"36.6",24439,"19.1","16.55404642",6,46898,"Merced",23.221,0,0,1,0,0,0,0,0,0,94,5,"R",0,46898,10434,7210,59.13625,6,177,15000,0,0,0,0,16.55404642,5.28864293799522,3424.05581154989,18.8655515029556,1,0,0.125770343353037,0,0,0
"28054","647766","Milpitas city, California",67144,7.5,1335,7.7,43617,"6.2",10377,"15.3",9237,"6.1","42.63155667",6,47766,"Milpitas",13.59,0,0,0,0,0,0,0,0,0,NA,0,"R",0,47766,13376,6593,66.98382,6,NA,0,0,0,0,0,42.63155667,1.98826402954843,4940.69168506255,0,1,0,0,0,0,0
"28061","648256","Mission Viejo city, California",94948,5.3,1506,9.4,8011,"4.3",15172,"6.9",66778,"5","45.640141",6,48256,"Mission Viejo",17.744,0,0,0,0,0,0,0,0,0,NA,0,"R",0,48256,20990,26181,44.49768,6,NA,0,0,0,0,0,45.640141,1.58613135611071,5350.9918845807,0,1,0,0,0,0,0
"28063","648354","Modesto city, California",203002,20.5,7901,31.5,15074,"17.2",75593,"28.4",96721,"13.7","18.52768901",6,48354,"Modesto",36.816,0,0,3,0,0,0,0,0,0,NA,0,"D",0,48354,36115,31139,53.69941,6,178,15000,0,0,0,0,18.52768901,3.89207988098639,5513.96132116471,7.38908976266244,0,0,0.147781795253249,0,0,0
"28070","648648","Monrovia city, California",36924,10.7,2450,17.6,4747,"9.8",14331,"15.5",14526,"5.5","36.49404903",6,48648,"Monrovia",13.682,0,0,0,0,0,0,0,0,0,NA,0,"D",0,48648,8894,5665,61.08936,6,NA,0,0,0,0,0,36.49404903,6.63525078539703,2698.72825610291,0,0,0,0,0,0,0
"28075","648788","Montclair city, California",37442,19,1592,22.2,3632,"7.8",25748,"20.8",5729,"18.4","12.55585926",6,48788,"Montclair",5.517,0,0,0,0,0,0,0,1,1,NA,0,"D",0,48788,5640,2928,65.82633,6,NA,0,0,0,0,1,12.55585926,4.2519096202126,6786.65941634946,0,0,0,0,0,0,0
"28076","648816","Montebello city, California",62807,14.7,771,23.3,8012,"8.5",47879,"15.7",5737,"14.3","17.64984713",6,48816,"Montebello",8.412,0,0,1,0,0,0,0,0,0,NA,0,"D",0,48816,14041,4516,75.66417,6,NA,0,0,0,0,0,17.64984713,1.22757017529893,7466.35758440323,0,0,0,0.159217921569252,0,0,0
"28079","648914","Monterey Park city, California",60670,16.2,298,2.7,38123,"16.8",18703,"16.3",2312,"8.6","29.03312564",6,48914,"Monterey Park",7.595,0,0,1,0,0,0,0,0,0,NA,0,"D",0,48914,11854,6003,66.38293,6,181,30000,0,0,0,0,29.03312564,0.491181803197627,7988.15009874918,49.4478325366738,0,0,0.164826108455579,0,0,0
"28085","649138","Moorpark city, California",35020,7.2,288,6.9,2345,"4.9",10431,"17.7",21096,"2.6","37.26630289",6,49138,"Moorpark",12.579,0,0,0,0,0,0,0,0,0,NA,0,"D",0,49138,8038,7567,51.50913,6,182,15000,0,0,0,0,37.26630289,0.822387207310108,2784.00508784482,42.8326670474015,0,0,0,0,0,0
"28088","649270","Moreno Valley city, California",197892,20.1,35261,24.9,11676,"12.3",109613,"21.7",36400,"12.3","14.4185347",6,49270,"Moreno Valley",51.452,0,0,1,1,0,0,0,0,0,NA,0,"D",0,49270,31364,15715,66.61994,6,NA,0,0,0,0,0,14.4185347,17.8183049340044,3846.14786597217,0,0,0.0505326137489135,0.0505326137489135,0,0,0
"28089","649278","Morgan Hill city, California",39615,11,1078,31.3,4199,"3.1",13049,"20.7",19550,"5.2","37.77254902",6,49278,"Morgan Hill",12.84,0,0,0,0,0,0,0,0,0,NA,0,"D",0,49278,9539,5870,61.90538,6,NA,0,0,0,0,0,37.77254902,2.72119146787833,3085.28037383178,0,0,0,0,0,0,0
"28101","649670","Mountain View city, California",76471,8.3,1551,12.3,20761,"6.9",15971,"14.2",35058,"6.9","64.19890895",6,49670,"Mountain View",11.927,0,0,0,0,0,0,0,0,0,NA,0,"D",0,49670,22814,6146,78.77762,6,NA,0,0,0,0,0,64.19890895,2.02821984804697,6411.5871551941,0,0,0,0,0,0,0
"28109","650076","Murrieta city, California",105669,7.9,7679,9.2,8770,"5.9",28080,"8.8",56145,"6.8","28.79696678",6,50076,"Murrieta",33.765,0,0,0,0,0,0,0,0,0,NA,0,"D",1,50076,14463,20255,41.65851,6,NA,0,0,0,0,0,28.79696678,7.26703195828483,3129.54242558863,0,0,0,0,0,0,0
"28113","650258","Napa city, California",77239,10.7,693,13.4,1817,"10.1",30099,"15.6",43179,"7.3","28.49533699",6,50258,"Napa",17.763,0,0,0,0,0,0,0,1,0,NA,0,"R",0,50258,21562,10173,67.94391,6,185,7500,0,0,0,0,28.49533699,0.897215137430573,4348.3082812588,9.71012053496291,1,0,0,0,0,0
"28114","650398","National City city, California",55413,24.5,2376,24,10582,"13.5",37853,"28.7",4078,"13.2","12.42575987",6,50398,"National City",7.299,0,0,0,0,0,0,0,0,0,NA,0,"D",0,50398,7934,3985,66.56599,6,NA,0,0,0,0,0,12.42575987,4.28780250121813,7591.86189889026,0,0,0,0,0,0,0
"28117","650916","Newark city, California",43531,7.8,2008,15.5,12867,"5.3",14387,"10.5",12116,"6.2","28.88716054",6,50916,"Newark",13.881,0,0,0,0,0,0,0,0,0,NA,0,"D",0,50916,10831,3837,73.84101,6,NA,0,0,0,0,0,28.88716054,4.61280466793779,3136.01325552914,0,0,0,0,0,0,0
"28123","651182","Newport Beach city, California",86241,7.2,389,27,6392,"11.7",7032,"9.7",70009,"6.4","64.69920192",6,51182,"Newport Beach",23.804,0,0,1,0,0,0,0,0,0,NA,0,"R",0,51182,19492,27590,41.40011,6,186,45000,0,0,0,0,64.69920192,0.451061560046845,3622.96252730634,52.1793578460361,1,0,0.115954128546747,0,0,0
"28138","651924","North Highlands CDP, California",44453,25.4,5159,35.7,2744,"24.2",10746,"28.1",23727,"22","11.94966246",6,51924,"North Highlands",12.802,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,51924,6758,5145,56.7756,6,NA,0,0,0,0,0,11.94966246,11.6055159381819,3472.34807061397,0,0,0,0,0,0,0
"28144","652526","Norwalk city, California",104932,14.5,4273,18.7,13620,"11.9",74171,"15.4",11973,"12.5","15.27554029",6,52526,"Norwalk",9.735,0,0,0,0,0,0,0,0,0,NA,0,"D",0,52526,20232,8850,69.56881,6,NA,0,0,0,0,0,15.27554029,4.0721610185644,10778.8392398562,0,0,0,0,0,0,0
"28145","652582","Novato city, California",53196,8.6,1217,22.4,2914,"6.8",10432,"18.2",36615,"5.5","44.13375912",6,52582,"Novato",27.947,0,0,0,0,0,0,0,0,0,NA,0,"D",0,52582,18590,7268,71.89264,6,NA,0,0,0,0,0,44.13375912,2.28776599744342,1903.46012094321,0,0,0,0,0,0,0
"28152","653000","Oakland city, California",396963,21,103697,27,65368,"21.2",102739,"26",105326,"10.2","38.78648838",6,53000,"Oakland",55.856,17,6000,6,2,1,2,3,2,0,98,2,"D",0,53000,150563,11615,92.83812,6,187,10000,0,0,1,0,38.78648838,26.1225857321715,7106.89988541965,2.51912646770606,0,0.0503825293541212,0.151147588062364,0.0251912646770606,0.0755737940311818,1
"28153","653070","Oakley city, California",37210,9.4,3002,18.5,3230,"7.1",13742,"10.2",15986,"6.8","15.47021129",6,53070,"Oakley",15.851,0,0,0,0,0,0,0,0,0,NA,0,"R",0,53070,6713,4106,62.04825,6,NA,0,0,0,0,0,15.47021129,8.06772373018006,2347.48596303072,0,1,0,0,0,0,0
"28161","653322","Oceanside city, California",170776,13.8,8568,18,11364,"11.9",61023,"17.2",82090,"11.6","25.43234815",6,53322,"Oceanside",40.755,0,0,1,0,0,0,0,1,0,NA,0,"R",0,53322,31892,30103,51.44286,6,188,15000,0,0,0,0,25.43234815,5.01709842132384,4190.30793767636,8.78343561156134,1,0,0.058556237410409,0,0,0
"28163","653448","Oildale CDP, California",33634,31.9,553,47.4,104,"91.3",6401,"33",25071,"29.9","9.776044886",6,53448,"Oildale",6.561,0,0,1,1,0,0,0,0,0,NA,0,NA,NA,53448,2701,6058,30.83685,6,189,15000,0,0,0,0,9.776044886,1.64416959029553,5126.3526901387,44.597728489029,0,0.29731818992686,0.29731818992686,0,0,0
"28169","653896","Ontario city, California",165784,18.3,10340,17,8392,"9.5",116416,"21.1",28357,"10","13.26327032",6,53896,"Ontario",49.943,0,0,1,0,0,0,0,0,0,NA,0,"R",0,53896,25168,14526,63.40505,6,NA,0,0,0,0,0,13.26327032,6.23703131785938,3319.46418917566,0,1,0,0.0603194518168219,0,0,0
"28171","653980","Orange city, California",132853,12.6,1303,13.7,16621,"7.2",52801,"18.9",59373,"8.4","34.95150047",6,53980,"Orange",24.835,0,0,1,0,0,0,0,0,0,NA,0,"R",0,53980,23134,27753,45.46151,6,190,7500,0,0,0,0,34.95150047,0.98078327173643,5349.42621300584,5.64533732772312,1,0,0.0752711643696416,0,0,0
"28173","654092","Orangevale CDP, California",34243,8.9,498,7.8,834,"7.3",3270,"13",28332,"8.5","25.96572756",6,54092,"Orangevale",10.102,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,54092,6813,9526,41.69778,6,NA,0,0,0,0,0,25.96572756,1.45431183015507,3389.72480696892,0,0,0,0,0,0,0
"28174","654120","Orcutt CDP, California",30179,6.6,474,3.8,976,"1.2",6619,"7.3",21014,"6.6","27.83947381",6,54120,"Orcutt",11.158,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,54120,5320,9712,35.39117,6,NA,0,0,0,0,0,27.83947381,1.57062858278936,2704.69618211149,0,0,0,0,0,0,0
"28181","654652","Oxnard city, California",200076,16,5783,17.9,15358,"7.2",148859,"18.6",28132,"7.8","15.85056827",6,54652,"Oxnard",26.868,0,0,0,0,0,0,0,1,0,100,2,"R",0,54652,33833,14057,70.64732,6,NA,0,0,0,0,0,15.85056827,2.890401647374,7446.62795891023,0,1,0,0,0,0,0
"28183","654806","Pacifica city, California",38129,5.5,979,10.7,7427,"2.8",6775,"11.5",20491,"4.4","40.83777329",6,54806,"Pacifica",12.651,0,0,1,0,0,0,0,0,0,NA,0,"D",0,54806,13726,4186,76.63019,6,192,15000,0,0,0,0,40.83777329,2.56759946497417,3013.91194371986,39.3401348055286,0,0,0.262267565370191,0,0,0
"28188","655156","Palmdale city, California",154340,21.3,20921,32,6879,"13.8",87572,"23.9",35390,"11.2","15.46480523",6,55156,"Palmdale",106.432,0,0,2,0,0,0,0,1,0,NA,0,"R",0,55156,23661,15893,59.81949,6,NA,0,0,0,0,0,15.46480523,13.5551380069975,1450.12778111846,0,1,0,0.129584035246858,0,0,0
"28189","655184","Palm Desert city, California",49771,10.5,607,4.9,2588,"9.4",12401,"13.7",32997,"9.6","34.51063268",6,55184,"Palm Desert",26.778,0,0,0,0,0,0,0,0,0,NA,0,"Libertarian",0,55184,9129,10324,46.92849,6,193,7500,0,0,0,0,34.51063268,1.21958570251753,1858.65262528942,15.0690160937092,0,0,0,0,0,0
"28190","655254","Palm Springs city, California",45494,17.8,2154,30.3,2161,"11.6",11893,"25.4",27768,"13.6","34.42018255",6,55254,"Palm Springs",94.083,0,0,0,0,0,0,0,0,0,102,2,"D",0,55254,12785,5949,68.2449,6,NA,0,0,0,0,0,34.42018255,4.7346902888293,483.551757490726,0,0,0,0,0,0,0
"28191","655282","Palo Alto city, California",65580,5.3,993,3.3,19471,"5.2",5109,"6.3",37117,"5.2","80.73306056",6,55282,"Palo Alto",23.884,1,150,0,0,0,0,0,0,0,NA,0,"D",0,55282,27196,6133,81.59861,6,NA,0,0,0,0,0,80.73306056,1.51418115279048,2745.77122760007,0,0,0,0,0,0,1
"28199","655618","Paramount city, California",54341,24.5,5551,25.5,1534,"13.2",43627,"25.3",2867,"15.4","7.685486255",6,55618,"Paramount",4.744,0,0,2,0,0,0,0,1,1,NA,0,"D",0,55618,9060,1957,82.23654,6,NA,0,0,0,0,1,7.685486255,10.2151230194512,11454.6795952782,0,0,0,0.368046226606062,0,0,0
"28205","656000","Pasadena city, California",136770,14.6,14852,18.7,20280,"16.3",46256,"17.7",51671,"10.2","49.42743063",6,56000,"Pasadena",23.028,1,24,0,0,0,0,0,0,0,103,4,"D",0,56000,40567,15131,72.83385,6,NA,0,0,0,0,0,49.42743063,10.8591065292096,5939.29129755081,0,0,0,0,0,0,1
"28217","656700","Perris city, California",70890,26.3,7668,36.5,2435,"4.2",52250,"27.4",7902,"17","8.212096989",6,56700,"Perris",31.41,0,0,2,1,0,1,1,2,1,104,1,"R",0,56700,7744,2827,73.25702,6,NA,0,0,0,0,1,8.212096989,10.8167583580195,2256.92454632283,0,1,0.141063619692481,0.282127239384963,0,0.141063619692481,0
"28219","656784","Petaluma city, California",58389,10.8,393,8.1,2895,"14.1",13629,"22.6",39261,"6.4","36.66017887",6,56784,"Petaluma",14.661,0,0,0,0,0,0,0,0,0,NA,0,"D",0,56784,21168,6721,75.90089,6,NA,0,0,0,0,0,36.66017887,0.673071982736474,3982.60691630857,0,0,0,0,0,0,0
"28225","656924","Pico Rivera city, California",63067,14.5,741,14.6,1766,"8.9",57478,"15",2901,"9.5","11.25237286",6,56924,"Pico Rivera",8.2,0,0,2,1,0,0,0,0,0,NA,0,"D",0,56924,15776,4591,77.45863,6,NA,0,0,0,0,0,11.25237286,1.17494093583015,7691.09756097561,0,0,0.15856152980164,0.317123059603279,0,0,0
"28241","657456","Pittsburg city, California",65331,18.1,11987,17.3,10735,"12.7",26368,"24.9",12354,"9.9","18.2232621",6,57456,"Pittsburg",17.202,0,0,0,0,0,0,0,0,0,105,4,"D",0,57456,14905,4062,78.58386,6,196,7500,0,0,0,0,18.2232621,18.34810426903,3797.87234042553,11.4800018368003,0,0,0,0,0,0
"28243","657526","Placentia city, California",51494,11.8,720,7.5,8178,"7.7",19455,"21.2",21866,"5","35.68262279",6,57526,"Placentia",6.563,0,0,0,0,0,0,0,0,0,NA,0,"R",0,57526,8908,11152,44.40678,6,197,32500,0,0,0,0,35.68262279,1.39822115197887,7846.10696327899,63.1141492212685,1,0,0,0,0,0
"28247","657764","Pleasant Hill city, California",33505,9.5,562,13.7,4529,"20.1",4800,"8.2",22287,"6.5","51.9425605",6,57764,"Pleasant Hill",7.095,0,0,0,0,0,0,0,0,0,NA,0,"D",0,57764,11826,4849,70.92054,6,198,30000,0,0,0,0,51.9425605,1.67736158782271,4722.33967582805,89.5388747948067,0,0,0,0,0,0
"28248","657792","Pleasanton city, California",72970,4.4,1798,31.4,19165,"1.6",8031,"8.9",41265,"4","57.91973893",6,57792,"Pleasanton",24.124,0,0,0,0,0,0,0,1,1,NA,0,"R",0,57792,20755,13260,61.0172,6,NA,0,0,0,0,1,57.91973893,2.46402631218309,3024.78859227325,0,1,0,0,0,0,0
"28256","658072","Pomona city, California",147063,22.6,10805,23.3,13322,"15.4",103550,"24.5",17635,"17.6","16.60397822",6,58072,"Pomona",22.853,0,0,1,0,0,0,0,2,2,NA,0,"D ",0,58072,24941,8937,73.62005,6,NA,0,0,0,0,1,16.60397822,7.34719133976595,6435.17262503829,0,0,0,0.0679980688548445,0,0,0
"28260","658240","Porterville city, California",53777,28.8,509,46.8,2981,"24.9",35135,"34.1",14606,"17","10.8396093",6,58240,"Porterville",17.608,0,0,0,0,0,0,0,0,0,NA,0,"R",1,58240,4917,5856,45.64188,6,199,2500,0,0,0,0,10.8396093,0.946501292374063,3054.12312585189,4.64882756568793,1,0,0,0,0,0
"28268","658520","Poway city, California",48674,5.9,813,3.1,5861,"3.5",7934,"10.6",31894,"5.4","46.34319819",6,58520,"Poway",39.122,0,0,0,0,0,0,0,0,0,NA,0,"R",0,58520,9890,14230,41.00332,6,NA,0,0,0,0,0,46.34319819,1.67029625672844,1244.15929655948,0,1,0,0,0,0,0
"28281","659444","Rancho Cordova city, California",66645,17.1,6637,26.3,7722,"8.8",13394,"25.7",34668,"14","25.36321839",6,59444,"Rancho Cordova",33.49,0,0,0,0,0,0,0,0,0,NA,0,"R",0,59444,12281,9066,57.53033,6,NA,0,0,0,0,0,25.36321839,9.95873658939155,1989.99701403404,0,1,0,0,0,0,0
"28282","659451","Rancho Cucamonga city, California",166730,7.8,14291,7.4,20673,"10.1",59816,"9.2",66661,"6.3","32.10967784",6,59451,"Rancho Cucamonga",39.839,0,0,0,0,0,0,0,0,0,NA,0,"R",0,59451,31519,30794,50.58174,6,202,15000,0,0,0,0,32.10967784,8.57134288970191,4185.0950074048,8.99658129910634,1,0,0,0,0,0
"28285","659514","Rancho Palos Verdes city, California",42069,4.4,1111,14.9,11767,"5.8",3286,"3.2",23714,"3.6","64.95887039",6,59514,"Rancho Palos Verdes",13.4,0,0,0,0,0,0,0,0,0,NA,0,"D",0,59514,10306,10913,48.56968,6,NA,0,0,0,0,0,64.95887039,2.64089947467256,3139.4776119403,0,0,0,0,0,0,0
"28288","659587","Rancho Santa Margarita city, California",48729,3.7,647,2.2,4946,"1",9138,"4.3",32431,"3.5","49.07961493",6,59587,"Rancho Santa Margarita",12.959,0,0,0,0,0,0,0,1,0,NA,0,"R",0,59587,9442,12111,43.80829,6,NA,0,0,0,0,0,49.07961493,1.32775144164666,3760.24384597577,0,1,0,0,0,0,0
"28294","659920","Redding city, California",88905,18.7,1107,36.7,3118,"21.4",7565,"29.1",71619,"16.5","23.39375344",6,59920,"Redding",59.692,0,0,3,2,0,0,0,1,0,108,1,"D",0,59920,14790,23962,38.16577,6,204,2500,0,0,0,0,23.39375344,1.24514931668635,1489.39556389466,2.81199032675328,0,0.224959226140262,0.337438839210393,0,0,0
"28295","659962","Redlands city, California",67247,14.5,3737,23.2,4924,"11",20374,"22.1",35826,"9.5","39.00016023",6,59962,"Redlands",36.107,0,0,0,0,0,0,0,0,0,NA,0,"R",0,59962,14107,14501,49.31138,6,205,7500,0,0,0,0,39.00016023,5.5571252249171,1862.43664663362,11.1529138846343,1,0,0,0,0,0
"28296","660018","Redondo Beach city, California",67361,5.2,2097,0.5,8252,"5.3",12040,"7.5",41673,"4.7","56.8317591",6,60018,"Redondo Beach",6.203,0,0,1,0,0,0,0,0,0,NA,0,"R",0,60018,20139,13078,60.62859,6,NA,0,0,0,0,0,56.8317591,3.11307729992132,10859.4228599065,0,1,0,0.148453853119758,0,0,0
"28298","660102","Redwood City city, California",78509,8.6,1534,24.2,9210,"3.6",31718,"13.8",33574,"4.7","41.76122026",6,60102,"Redwood City",19.285,0,0,0,0,0,0,0,0,0,NA,0,"R",0,60102,20543,6994,74.60145,6,NA,0,0,0,0,0,41.76122026,1.95391611152861,4070.9878143635,0,1,0,0,0,0,0
"28302","660466","Rialto city, California",100325,20.3,14544,26.9,1835,"17.1",71803,"21.1",10646,"9.2","10.06210288",6,60466,"Rialto",22.4,0,0,0,0,0,0,0,0,0,NA,0,"D ",1,60466,17716,6188,74.11312,6,NA,0,0,0,0,0,10.06210288,14.4968851233491,4478.79464285714,0,0,0,0,0,0,0
